Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Sales_per_person
85,2,2014-04-29,7218,979,1,1,0,0,7.372829418
85,1,2014-04-28,8902,1116,1,1,0,0,7.976702509
85,7,2014-04-27,10874,1607,1,0,0,0,6.766645924
85,6,2014-04-26,4790,708,1,0,0,0,6.765536723
85,5,2014-04-25,5619,823,1,0,0,1,6.82746051
85,4,2014-04-24,5376,809,1,0,0,1,6.645241038
85,3,2014-04-23,5368,806,1,0,0,1,6.660049628
85,2,2014-04-22,5546,890,1,0,0,1,6.231460674
85,1,2014-04-21,11476,1686,1,0,b,1,6.806642942
85,7,2014-04-20,7716,1257,1,0,0,0,6.138424821
85,6,2014-04-19,6417,935,1,0,0,0,6.863101604
85,5,2014-04-18,12603,1721,1,1,b,1,7.323067984
85,4,2014-04-17,9222,1236,1,1,0,1,7.461165049
85,3,2014-04-16,7655,1027,1,1,0,1,7.453748783
85,2,2014-04-15,7753,1044,1,1,0,1,7.426245211
85,1,2014-04-14,8198,1070,1,1,0,1,7.661682243
85,7,2014-04-13,10568,1525,1,0,0,0,6.929836066
85,6,2014-04-12,5371,779,1,0,0,0,6.894736842
85,5,2014-04-11,5873,894,1,0,0,0,6.56935123
85,4,2014-04-10,5259,807,1,0,0,0,6.516728625
85,3,2014-04-09,6141,868,1,0,0,0,7.074884793
85,2,2014-04-08,4837,753,1,0,0,0,6.423638778
85,1,2014-04-07,5792,895,1,0,0,0,6.47150838
85,7,2014-04-06,9793,1463,1,0,0,0,6.693779904
85,6,2014-04-05,5527,804,1,0,0,0,6.874378109
85,5,2014-04-04,7048,1028,1,1,0,0,6.856031128
85,4,2014-04-03,6537,903,1,1,0,0,7.239202658
85,3,2014-04-02,7665,1007,1,1,0,0,7.611717974
85,2,2014-04-01,7979,989,1,1,0,0,8.067745197
85,1,2014-03-31,8989,1167,1,1,0,0,7.702656384
85,7,2014-03-30,10469,1448,1,0,0,0,7.229972376
85,6,2014-03-29,5311,743,1,0,0,0,7.148048452
85,5,2014-03-28,5417,857,1,0,0,0,6.320886814
85,4,2014-03-27,5378,817,1,0,0,0,6.582619339
85,3,2014-03-26,5180,808,1,0,0,0,6.410891089
85,2,2014-03-25,4744,754,1,0,0,0,6.291777188
85,1,2014-03-24,5351,834,1,0,0,0,6.416067146
85,7,2014-03-23,11254,1590,1,0,0,0,7.077987421
85,6,2014-03-22,5296,733,1,0,0,0,7.225102319
85,5,2014-03-21,5995,891,1,1,0,0,6.728395062
85,4,2014-03-20,6091,887,1,1,0,0,6.866967306
85,3,2014-03-19,6664,913,1,1,0,0,7.299014239
85,2,2014-03-18,6976,964,1,1,0,0,7.236514523
85,1,2014-03-17,7727,1018,1,1,0,0,7.590373281
85,7,2014-03-16,11889,1649,1,0,0,0,7.209824136
85,6,2014-03-15,5304,774,1,0,0,0,6.852713178
85,5,2014-03-14,5304,828,1,0,0,0,6.405797101
85,4,2014-03-13,4701,775,1,0,0,0,6.065806452
85,3,2014-03-12,5125,797,1,0,0,0,6.430363864
85,2,2014-03-11,5148,839,1,0,0,0,6.135876043
85,1,2014-03-10,5339,864,1,0,0,0,6.179398148
85,7,2014-03-09,7303,1091,1,0,0,0,6.693858845
85,6,2014-03-08,5173,763,1,0,0,0,6.779816514
85,5,2014-03-07,6443,946,1,1,0,0,6.810782241
85,4,2014-03-06,6276,879,1,1,0,0,7.139931741
85,3,2014-03-05,6867,934,1,1,0,0,7.352248394
85,2,2014-03-04,7721,1004,1,1,0,0,7.690239044
85,1,2014-03-03,8475,1107,1,1,0,0,7.655826558
85,7,2014-03-02,12216,1728,1,0,0,0,7.069444444
85,6,2014-03-01,5941,845,1,0,0,0,7.030769231
85,5,2014-02-28,6029,851,1,0,0,0,7.084606345
85,4,2014-02-27,4955,771,1,0,0,0,6.426718547
85,3,2014-02-26,4691,739,1,0,0,0,6.347767253
85,2,2014-02-25,4940,787,1,0,0,0,6.277001271
85,1,2014-02-24,5092,821,1,0,0,0,6.202192448
85,7,2014-02-23,10835,1517,1,0,0,0,7.142386289
85,6,2014-02-22,4946,693,1,0,0,0,7.137085137
85,5,2014-02-21,6377,928,1,1,0,0,6.871767241
85,4,2014-02-20,6228,876,1,1,0,0,7.109589041
85,3,2014-02-19,6238,866,1,1,0,0,7.203233256
85,2,2014-02-18,6892,913,1,1,0,0,7.548740416
85,1,2014-02-17,7236,980,1,1,0,0,7.383673469
85,7,2014-02-16,11904,1611,1,0,0,0,7.389199255
85,6,2014-02-15,4661,683,1,0,0,0,6.824304539
85,5,2014-02-14,5582,870,1,0,0,0,6.416091954
85,4,2014-02-13,5108,813,1,0,0,0,6.282902829
85,3,2014-02-12,5040,767,1,0,0,0,6.571056063
85,2,2014-02-11,4857,798,1,0,0,0,6.086466165
85,1,2014-02-10,5110,802,1,0,0,0,6.371571072
85,7,2014-02-09,11567,1612,1,0,0,0,7.175558313
85,6,2014-02-08,4890,710,1,0,0,0,6.887323944
85,5,2014-02-07,6338,902,1,1,0,1,7.026607539
85,4,2014-02-06,6754,935,1,1,0,1,7.223529412
85,3,2014-02-05,7107,914,1,1,0,1,7.77571116
85,2,2014-02-04,7235,955,1,1,0,1,7.57591623
85,1,2014-02-03,8903,1104,1,1,0,1,8.064311594
85,7,2014-02-02,12576,1662,1,0,0,0,7.566787004
85,6,2014-02-01,5911,850,1,0,0,0,6.954117647
85,5,2014-01-31,7343,981,1,0,0,0,7.485219164
85,4,2014-01-30,4734,753,1,0,0,0,6.28685259
85,3,2014-01-29,5333,789,1,0,0,0,6.759188847
85,2,2014-01-28,5490,812,1,0,0,0,6.761083744
85,1,2014-01-27,5161,796,1,0,0,0,6.483668342
85,7,2014-01-26,7483,1067,1,0,0,0,7.0131209
85,6,2014-01-25,4976,714,1,0,0,0,6.969187675
85,5,2014-01-24,7044,980,1,1,0,0,7.187755102
85,4,2014-01-23,6546,914,1,1,0,0,7.161925602
85,3,2014-01-22,6641,904,1,1,0,0,7.346238938
85,2,2014-01-21,6791,920,1,1,0,0,7.381521739
85,1,2014-01-20,7413,926,1,1,0,0,8.005399568
85,7,2014-01-19,11008,1450,1,0,0,0,7.591724138
85,6,2014-01-18,5541,780,1,0,0,0,7.103846154
85,5,2014-01-17,5700,842,1,0,0,0,6.7695962
85,4,2014-01-16,4378,697,1,0,0,0,6.281205165
85,3,2014-01-15,4770,730,1,0,0,0,6.534246575
85,2,2014-01-14,5545,829,1,0,0,0,6.688781665
85,1,2014-01-13,5799,840,1,0,0,0,6.903571429
85,7,2014-01-12,11480,1474,1,0,0,0,7.788331072
85,6,2014-01-11,5028,732,1,0,0,0,6.868852459
85,5,2014-01-10,7242,985,1,1,0,0,7.352284264
85,4,2014-01-09,6162,839,1,1,0,0,7.344457688
85,3,2014-01-08,7448,947,1,1,0,0,7.864836325
85,2,2014-01-07,7818,941,1,1,0,0,8.308182784
85,1,2014-01-06,8393,1038,1,1,0,0,8.085741811
85,7,2014-01-05,10465,1413,1,0,0,0,7.406227884
85,6,2014-01-04,6098,772,1,0,0,0,7.898963731
85,5,2014-01-03,5851,807,1,0,0,1,7.250309789
85,4,2014-01-02,6218,918,1,0,0,1,6.773420479
85,3,2014-01-01,4184,603,1,0,a,1,6.938640133
85,2,2013-12-31,5324,745,1,0,0,1,7.146308725
85,1,2013-12-30,8031,1076,1,0,0,1,7.463754647
85,7,2013-12-29,12800,1676,1,0,0,0,7.637231504
85,6,2013-12-28,6061,861,1,0,0,0,7.039488966
85,5,2013-12-27,6064,902,1,0,0,1,6.722838137
85,4,2013-12-26,8513,1097,1,0,c,1,7.760255242
85,3,2013-12-25,6138,871,1,0,c,1,7.047072331
85,2,2013-12-24,3215,433,1,0,0,1,7.424942263
85,1,2013-12-23,8274,1152,1,0,0,1,7.182291667
85,7,2013-12-22,8094,1092,1,0,0,0,7.412087912
85,6,2013-12-21,7667,1013,1,0,0,0,7.568608095
85,5,2013-12-20,8917,1124,1,1,0,0,7.933274021
85,4,2013-12-19,8730,1096,1,1,0,0,7.965328467
85,3,2013-12-18,8347,1049,1,1,0,0,7.957102002
85,2,2013-12-17,9498,1080,1,1,0,0,8.794444444
85,1,2013-12-16,11113,1219,1,1,0,0,9.116488925
85,7,2013-12-15,13491,1739,1,0,0,0,7.757906843
85,6,2013-12-14,6264,866,1,0,0,0,7.233256351
85,5,2013-12-13,5714,874,1,0,0,0,6.537757437
85,4,2013-12-12,5560,841,1,0,0,0,6.61117717
85,3,2013-12-11,6010,854,1,0,0,0,7.037470726
85,2,2013-12-10,5777,871,1,0,0,0,6.6326062
85,1,2013-12-09,5781,846,1,0,0,0,6.833333333
85,7,2013-12-08,7815,1063,1,0,0,0,7.351834431
85,6,2013-12-07,6015,869,1,0,0,0,6.921749137
85,5,2013-12-06,6823,968,1,1,0,0,7.048553719
85,4,2013-12-05,9177,1127,1,1,0,0,8.142857143
85,3,2013-12-04,7979,1050,1,1,0,0,7.599047619
85,2,2013-12-03,8591,1011,1,1,0,0,8.497527201
85,1,2013-12-02,9272,1147,1,1,0,0,8.0836966
85,7,2013-12-01,13087,1724,1,0,0,0,7.591067285
85,6,2013-11-30,6838,878,1,0,0,0,7.788154897
85,5,2013-11-29,6406,913,1,0,0,0,7.016429354
85,4,2013-11-28,6535,976,1,0,0,0,6.695696721
85,3,2013-11-27,6521,962,1,0,0,0,6.778586279
85,2,2013-11-26,5558,879,1,0,0,0,6.323094425
85,1,2013-11-25,6360,997,1,0,0,0,6.379137412
85,7,2013-11-24,13413,1907,1,0,0,0,7.033560566
85,6,2013-11-23,5316,785,1,0,0,0,6.771974522
85,5,2013-11-22,7078,1041,1,1,0,0,6.799231508
85,4,2013-11-21,6815,995,1,1,0,0,6.849246231
85,3,2013-11-20,7044,1016,1,1,0,0,6.933070866
85,2,2013-11-19,7868,1021,1,1,0,0,7.706170421
85,1,2013-11-18,8466,1118,1,1,0,0,7.572450805
85,7,2013-11-17,13629,1812,1,0,0,0,7.521523179
85,6,2013-11-16,5985,860,1,0,0,0,6.959302326
85,5,2013-11-15,5804,888,1,0,0,0,6.536036036
85,4,2013-11-14,5330,817,1,0,0,0,6.523867809
85,3,2013-11-13,5327,775,1,0,0,0,6.873548387
85,2,2013-11-12,5165,820,1,0,0,0,6.298780488
85,1,2013-11-11,5639,867,1,0,0,0,6.504036909
85,7,2013-11-10,11525,1632,1,0,0,0,7.061887255
85,6,2013-11-09,5046,687,1,0,0,0,7.344978166
85,5,2013-11-08,6459,879,1,1,0,0,7.348122867
85,4,2013-11-07,6578,861,1,1,0,0,7.639953542
85,3,2013-11-06,7105,909,1,1,0,0,7.816281628
85,2,2013-11-05,7795,966,1,1,0,0,8.069358178
85,1,2013-11-04,8776,1096,1,1,0,0,8.00729927
85,7,2013-11-03,8226,1141,1,0,0,0,7.209465381
85,6,2013-11-02,5588,783,1,0,0,0,7.136653895
85,5,2013-11-01,6032,877,1,0,0,0,6.877993158
85,4,2013-10-31,5860,815,1,0,0,0,7.190184049
85,3,2013-10-30,5698,818,1,0,0,0,6.965770171
85,2,2013-10-29,4843,778,1,0,0,0,6.224935733
85,1,2013-10-28,5697,836,1,0,0,0,6.814593301
85,7,2013-10-27,11363,1617,1,0,0,0,7.027210884
85,6,2013-10-26,4680,727,1,0,0,0,6.43741403
85,5,2013-10-25,6328,892,1,1,0,0,7.094170404
85,4,2013-10-24,5822,813,1,1,0,0,7.161131611
85,3,2013-10-23,6317,868,1,1,0,0,7.27764977
85,2,2013-10-22,6159,855,1,1,0,0,7.203508772
85,1,2013-10-21,7494,1023,1,1,0,0,7.325513196
85,7,2013-10-20,7310,1073,1,0,0,0,6.812674744
85,6,2013-10-19,4906,758,1,0,0,0,6.472295515
85,5,2013-10-18,5117,831,1,0,0,0,6.157641396
85,4,2013-10-17,5178,814,1,0,0,0,6.361179361
85,3,2013-10-16,5261,837,1,0,0,0,6.285543608
85,2,2013-10-15,4895,783,1,0,0,0,6.251596424
85,1,2013-10-14,5194,795,1,0,0,0,6.533333333
85,7,2013-10-13,12038,1679,1,0,0,0,7.169743895
85,6,2013-10-12,5272,727,1,0,0,0,7.251719395
85,5,2013-10-11,6373,921,1,1,0,1,6.919652552
85,4,2013-10-10,6329,884,1,1,0,1,7.159502262
85,3,2013-10-09,6001,887,1,1,0,1,6.765501691
85,2,2013-10-08,6135,880,1,1,0,1,6.971590909
85,1,2013-10-07,7854,984,1,1,0,1,7.981707317
85,7,2013-10-06,9289,1270,1,0,0,0,7.314173228
85,6,2013-10-05,4823,696,1,0,0,0,6.929597701
85,5,2013-10-04,5905,870,1,0,0,1,6.787356322
85,4,2013-10-03,13297,1860,1,0,a,1,7.148924731
85,3,2013-10-02,6623,981,1,0,0,1,6.75127421
85,2,2013-10-01,6191,839,1,0,0,1,7.379022646
85,1,2013-09-30,6269,887,1,0,0,1,7.067643743
85,7,2013-09-29,13267,1663,1,0,0,0,7.977751052
85,6,2013-09-28,5088,712,1,0,0,0,7.146067416
85,5,2013-09-27,6565,928,1,1,0,0,7.074353448
85,4,2013-09-26,6629,917,1,1,0,0,7.229007634
85,3,2013-09-25,6959,960,1,1,0,0,7.248958333
85,2,2013-09-24,6893,898,1,1,0,0,7.675946548
85,1,2013-09-23,7262,985,1,1,0,0,7.372588832
85,7,2013-09-22,7317,1065,1,0,0,0,6.870422535
85,6,2013-09-21,4374,639,1,0,0,0,6.845070423
85,5,2013-09-20,4949,774,1,0,0,0,6.394056848
85,4,2013-09-19,4656,759,1,0,0,0,6.134387352
85,3,2013-09-18,4560,756,1,0,0,0,6.031746032
85,2,2013-09-17,4940,773,1,0,0,0,6.39068564
85,1,2013-09-16,5575,846,1,0,0,0,6.589834515
85,7,2013-09-15,12193,1633,1,0,0,0,7.466625842
85,6,2013-09-14,4951,721,1,0,0,0,6.866851595
85,5,2013-09-13,6417,908,1,1,0,0,7.067180617
85,4,2013-09-12,6439,893,1,1,0,0,7.210526316
85,3,2013-09-11,6800,939,1,1,0,0,7.241746539
85,2,2013-09-10,7756,986,1,1,0,0,7.866125761
85,1,2013-09-09,7959,1040,1,1,0,0,7.652884615
85,7,2013-09-08,8383,1143,1,0,0,0,7.334208224
85,6,2013-09-07,5428,753,1,0,0,0,7.208499336
85,5,2013-09-06,5242,807,1,0,0,0,6.495662949
85,4,2013-09-05,5223,802,1,0,0,0,6.512468828
85,3,2013-09-04,5602,823,1,0,0,0,6.806804374
85,2,2013-09-03,5227,778,1,0,0,0,6.718508997
85,1,2013-09-02,5734,859,1,0,0,0,6.675203725
85,7,2013-09-01,13706,1858,1,0,0,0,7.376749193
85,6,2013-08-31,5582,769,1,0,0,0,7.258777633
85,5,2013-08-30,7207,1018,1,1,0,0,7.07956778
85,4,2013-08-29,6156,879,1,1,0,0,7.003412969
85,3,2013-08-28,7139,908,1,1,0,0,7.862334802
85,2,2013-08-27,6598,877,1,1,0,0,7.523375143
85,1,2013-08-26,8885,1086,1,1,0,0,8.181399632
85,7,2013-08-25,11306,1587,1,0,0,0,7.124133585
85,6,2013-08-24,4829,714,1,0,0,0,6.763305322
85,5,2013-08-23,5267,826,1,0,0,0,6.376513317
85,4,2013-08-22,4855,729,1,0,0,0,6.659807956
85,3,2013-08-21,5042,810,1,0,0,0,6.224691358
85,2,2013-08-20,5349,832,1,0,0,0,6.429086538
85,1,2013-08-19,5726,887,1,0,0,0,6.455467869
85,7,2013-08-18,11884,1627,1,0,0,0,7.304240934
85,6,2013-08-17,4496,715,1,0,0,0,6.288111888
85,5,2013-08-16,6991,987,1,1,0,0,7.083080041
85,4,2013-08-15,7106,983,1,1,0,0,7.22889115
85,3,2013-08-14,7602,993,1,1,0,0,7.655589124
85,2,2013-08-13,7823,1011,1,1,0,0,7.737883284
85,1,2013-08-12,8656,1104,1,1,0,0,7.84057971
85,7,2013-08-11,12382,1815,1,0,0,0,6.822038567
85,6,2013-08-10,5362,733,1,0,0,0,7.315143247
85,5,2013-08-09,5428,842,1,0,0,0,6.446555819
85,4,2013-08-08,5240,812,1,0,0,0,6.45320197
85,3,2013-08-07,5200,796,1,0,0,0,6.532663317
85,2,2013-08-06,5675,876,1,0,0,0,6.478310502
85,1,2013-08-05,5905,892,1,0,0,0,6.619955157
85,7,2013-08-04,14538,1903,1,0,0,0,7.639516553
85,6,2013-08-03,5481,822,1,0,0,0,6.667883212
85,5,2013-08-02,6719,1024,1,1,0,1,6.561523438
85,4,2013-08-01,7052,951,1,1,0,1,7.415352261
85,3,2013-07-31,7975,1022,1,1,0,1,7.80332681
85,2,2013-07-30,8045,1015,1,1,0,1,7.926108374
85,1,2013-07-29,8098,1027,1,1,0,1,7.88510224
85,7,2013-07-28,10728,1593,1,0,0,0,6.734463277
85,6,2013-07-27,4897,738,1,0,0,0,6.635501355
85,5,2013-07-26,5014,828,1,0,0,1,6.055555556
85,4,2013-07-25,5110,792,1,0,0,1,6.452020202
85,3,2013-07-24,4980,766,1,0,0,1,6.501305483
85,2,2013-07-23,5092,779,1,0,0,1,6.536585366
85,1,2013-07-22,5489,816,1,0,0,1,6.726715686
85,7,2013-07-21,10880,1681,1,0,0,0,6.472337894
85,6,2013-07-20,5218,812,1,0,0,0,6.426108374
85,5,2013-07-19,5770,871,1,1,0,1,6.62456946
85,4,2013-07-18,6355,883,1,1,0,1,7.197055493
85,3,2013-07-17,6551,889,1,1,0,1,7.368953881
85,2,2013-07-16,7077,903,1,1,0,1,7.837209302
85,1,2013-07-15,7953,1045,1,1,0,1,7.610526316
85,7,2013-07-14,13010,1711,1,0,0,0,7.603740503
85,6,2013-07-13,5237,780,1,0,0,0,6.714102564
85,5,2013-07-12,5181,771,1,0,0,1,6.719844358
85,4,2013-07-11,5292,775,1,0,0,1,6.828387097
85,3,2013-07-10,5408,783,1,0,0,1,6.906768838
85,2,2013-07-09,5183,791,1,0,0,1,6.552465234
85,1,2013-07-08,6070,899,1,0,0,1,6.751946607
85,7,2013-07-07,11606,1698,1,0,0,0,6.835100118
85,6,2013-07-06,4684,722,1,0,0,0,6.487534626
85,5,2013-07-05,6344,898,1,1,0,1,7.064587973
85,4,2013-07-04,6630,950,1,1,0,1,6.978947368
85,3,2013-07-03,7238,972,1,1,0,1,7.446502058
85,2,2013-07-02,8255,1041,1,1,0,1,7.92987512
85,1,2013-07-01,9180,1066,1,1,0,1,8.61163227
85,7,2013-06-30,14016,1802,1,0,0,0,7.778024417
85,6,2013-06-29,6587,828,1,0,0,0,7.95531401
85,5,2013-06-28,6708,955,1,0,0,1,7.02408377
85,4,2013-06-27,5854,867,1,0,0,1,6.752018454
85,3,2013-06-26,5683,844,1,0,0,1,6.733412322
85,2,2013-06-25,5385,835,1,0,0,1,6.449101796
85,1,2013-06-24,4998,807,1,0,0,1,6.19330855
85,7,2013-06-23,13647,1766,1,0,0,0,7.727633069
85,6,2013-06-22,6071,780,1,0,0,0,7.783333333
85,5,2013-06-21,6728,1036,1,1,0,1,6.494208494
85,4,2013-06-20,6442,989,1,1,0,1,6.513650152
85,3,2013-06-19,7715,1000,1,1,0,1,7.715
85,2,2013-06-18,8273,1059,1,1,0,0,7.812086874
85,1,2013-06-17,8475,1113,1,1,0,0,7.614555256
85,7,2013-06-16,13986,1865,1,0,0,0,7.49919571
85,6,2013-06-15,5393,792,1,0,0,0,6.809343434
85,5,2013-06-14,5701,836,1,0,0,0,6.81937799
85,4,2013-06-13,5314,839,1,0,0,0,6.333730632
85,3,2013-06-12,5423,862,1,0,0,0,6.291183295
85,2,2013-06-11,5419,867,1,0,0,0,6.250288351
85,1,2013-06-10,5581,915,1,0,0,0,6.099453552
85,7,2013-06-09,11667,1643,1,0,0,0,7.101034693
85,6,2013-06-08,5338,802,1,0,0,0,6.655860349
85,5,2013-06-07,6800,1001,1,1,0,0,6.793206793
85,4,2013-06-06,7179,1038,1,1,0,0,6.916184971
85,3,2013-06-05,6302,903,1,1,0,0,6.978959025
85,2,2013-06-04,7130,966,1,1,0,0,7.380952381
85,1,2013-06-03,8938,1131,1,1,0,0,7.902740937
85,7,2013-06-02,13478,1772,1,0,0,0,7.606094808
85,6,2013-06-01,6182,850,1,0,0,0,7.272941176
85,5,2013-05-31,8456,1113,1,1,0,0,7.597484277
85,4,2013-05-30,7108,968,1,1,0,0,7.342975207
85,3,2013-05-29,6591,893,1,1,0,0,7.380739082
85,2,2013-05-28,7450,980,1,1,0,0,7.602040816
85,1,2013-05-27,8611,1140,1,1,0,0,7.553508772
85,7,2013-05-26,12705,1775,1,0,0,0,7.157746479
85,6,2013-05-25,6197,798,1,0,0,0,7.76566416
85,5,2013-05-24,6020,874,1,0,0,0,6.887871854
85,4,2013-05-23,5538,888,1,0,0,0,6.236486486
85,3,2013-05-22,6162,943,1,0,0,0,6.534464475
85,2,2013-05-21,6595,975,1,0,0,1,6.764102564
85,1,2013-05-20,13493,1869,1,0,a,0,7.219368646
85,7,2013-05-19,11092,1642,1,0,0,0,6.755176614
85,6,2013-05-18,6214,901,1,0,0,0,6.896781354
85,5,2013-05-17,6717,1043,1,1,0,0,6.440076702
85,4,2013-05-16,6641,1016,1,1,0,0,6.536417323
85,3,2013-05-15,7518,985,1,1,0,0,7.63248731
85,2,2013-05-14,7241,1004,1,1,0,0,7.212151394
85,1,2013-05-13,8478,1133,1,1,0,0,7.482789056
85,7,2013-05-12,11219,1548,1,0,0,0,7.247416021
85,6,2013-05-11,5950,826,1,0,0,0,7.203389831
85,5,2013-05-10,6306,914,1,0,0,1,6.899343545
85,4,2013-05-09,11502,1574,1,0,a,0,7.307496823
85,3,2013-05-08,6684,1060,1,0,0,0,6.305660377
85,2,2013-05-07,6106,873,1,0,0,0,6.994272623
85,1,2013-05-06,5864,896,1,0,0,0,6.544642857
85,7,2013-05-05,7796,1193,1,0,0,0,6.534786253
85,6,2013-05-04,5849,896,1,0,0,0,6.527901786
85,5,2013-05-03,7118,1052,1,1,0,0,6.766159696
85,4,2013-05-02,7578,1018,1,1,0,0,7.444007859
85,3,2013-05-01,11035,1529,1,1,a,0,7.217135383
85,2,2013-04-30,8923,1127,1,1,0,0,7.917480035
85,1,2013-04-29,8667,1099,1,1,0,0,7.886260237
85,7,2013-04-28,11625,1570,1,0,0,0,7.404458599
85,6,2013-04-27,4875,696,1,0,0,0,7.004310345
85,5,2013-04-26,6431,950,1,1,0,0,6.769473684
85,4,2013-04-25,7082,964,1,1,0,0,7.346473029
85,3,2013-04-24,6841,930,1,1,0,0,7.355913978
85,2,2013-04-23,6862,934,1,1,0,0,7.346895075
85,1,2013-04-22,8722,1150,1,1,0,0,7.584347826
85,7,2013-04-21,11263,1634,1,0,0,0,6.892900857
85,6,2013-04-20,5313,775,1,0,0,0,6.855483871
85,5,2013-04-19,5422,893,1,0,0,0,6.071668533
85,4,2013-04-18,4782,784,1,0,0,0,6.099489796
85,3,2013-04-17,5223,816,1,0,0,0,6.400735294
85,2,2013-04-16,5075,814,1,0,0,0,6.234643735
85,1,2013-04-15,5492,846,1,0,0,0,6.491725768
85,7,2013-04-14,10214,1508,1,0,0,0,6.773209549
85,6,2013-04-13,5347,841,1,0,0,0,6.357907253
85,5,2013-04-12,7203,1004,1,1,0,0,7.174302789
85,4,2013-04-11,6295,956,1,1,0,0,6.584728033
85,3,2013-04-10,6555,935,1,1,0,0,7.010695187
85,2,2013-04-09,6994,962,1,1,0,0,7.27027027
85,1,2013-04-08,8193,1091,1,1,0,0,7.509624198
85,7,2013-04-07,10308,1519,1,0,0,0,6.78604345
85,6,2013-04-06,5218,785,1,0,0,0,6.647133758
85,5,2013-04-05,5486,882,1,0,0,1,6.219954649
85,4,2013-04-04,5364,872,1,0,0,1,6.151376147
85,3,2013-04-03,5590,880,1,0,0,1,6.352272727
85,2,2013-04-02,6012,922,1,0,0,1,6.520607375
85,1,2013-04-01,12129,1749,1,0,b,1,6.934819897
85,7,2013-03-31,8929,1315,1,0,0,0,6.790114068
85,6,2013-03-30,6928,1026,1,0,0,0,6.752436647
85,5,2013-03-29,13583,1836,1,1,b,1,7.398148148
85,4,2013-03-28,9112,1250,1,1,0,1,7.2896
85,3,2013-03-27,7561,1113,1,1,0,1,6.793351303
85,2,2013-03-26,7629,1096,1,1,0,1,6.960766423
85,1,2013-03-25,8338,1172,1,1,0,1,7.114334471
85,7,2013-03-24,11431,1604,1,0,0,0,7.126558603
85,6,2013-03-23,5759,852,1,0,0,0,6.759389671
85,5,2013-03-22,6623,982,1,1,0,0,6.744399185
85,4,2013-03-21,6341,888,1,1,0,0,7.140765766
85,3,2013-03-20,6704,983,1,1,0,0,6.819938962
85,2,2013-03-19,6945,946,1,1,0,0,7.341437632
85,1,2013-03-18,8473,1097,1,1,0,0,7.72379216
85,7,2013-03-17,12923,1770,1,0,0,0,7.301129944
85,6,2013-03-16,5641,809,1,0,0,0,6.972805933
85,5,2013-03-15,5869,881,1,0,0,0,6.661748014
85,4,2013-03-14,5073,792,1,0,0,0,6.40530303
85,3,2013-03-13,4816,785,1,0,0,0,6.135031847
85,2,2013-03-12,5326,835,1,0,0,0,6.378443114
85,1,2013-03-11,5518,866,1,0,0,0,6.37182448
85,7,2013-03-10,10462,1512,1,0,0,0,6.919312169
85,6,2013-03-09,5099,720,1,0,0,0,7.081944444
85,5,2013-03-08,6426,906,1,1,0,0,7.092715232
85,4,2013-03-07,6910,975,1,1,0,0,7.087179487
85,3,2013-03-06,7161,977,1,1,0,0,7.329580348
85,2,2013-03-05,7592,1016,1,1,0,0,7.472440945
85,1,2013-03-04,8860,1116,1,1,0,0,7.9390681
85,7,2013-03-03,13081,1842,1,0,0,0,7.101520087
85,6,2013-03-02,6374,864,1,0,0,0,7.377314815
85,5,2013-03-01,6052,914,1,0,0,0,6.621444201
85,4,2013-02-28,5970,900,1,0,0,0,6.633333333
85,3,2013-02-27,5374,818,1,0,0,0,6.569682152
85,2,2013-02-26,4786,775,1,0,0,0,6.175483871
85,1,2013-02-25,5187,812,1,0,0,0,6.387931034
85,7,2013-02-24,10245,1494,1,0,0,0,6.857429719
85,6,2013-02-23,5349,789,1,0,0,0,6.779467681
85,5,2013-02-22,7092,981,1,1,0,0,7.229357798
85,4,2013-02-21,6870,925,1,1,0,0,7.427027027
85,3,2013-02-20,7162,924,1,1,0,0,7.751082251
85,2,2013-02-19,7169,946,1,1,0,0,7.578224101
85,1,2013-02-18,8467,1084,1,1,0,0,7.810885609
85,7,2013-02-17,11931,1590,1,0,0,0,7.503773585
85,6,2013-02-16,5275,750,1,0,0,0,7.033333333
85,5,2013-02-15,5494,817,1,0,0,0,6.724602203
85,4,2013-02-14,5417,840,1,0,0,0,6.448809524
85,3,2013-02-13,5121,823,1,0,0,0,6.22235723
85,2,2013-02-12,5073,753,1,0,0,0,6.737051793
85,1,2013-02-11,5376,829,1,0,0,0,6.484921592
85,7,2013-02-10,11899,1693,1,0,0,0,7.028352038
85,6,2013-02-09,5802,759,1,0,0,0,7.644268775
85,5,2013-02-08,6251,900,1,1,0,1,6.945555556
85,4,2013-02-07,6621,930,1,1,0,1,7.119354839
85,3,2013-02-06,7125,962,1,1,0,1,7.406444906
85,2,2013-02-05,7305,984,1,1,0,1,7.423780488
85,1,2013-02-04,8018,1066,1,1,0,1,7.521575985
85,7,2013-02-03,13302,1779,1,0,0,0,7.477234401
85,6,2013-02-02,6180,830,1,0,0,0,7.445783133
85,5,2013-02-01,5967,859,1,0,0,0,6.94644936
85,4,2013-01-31,6358,874,1,0,0,0,7.274599542
85,3,2013-01-30,5050,764,1,0,0,0,6.609947644
85,2,2013-01-29,5100,756,1,0,0,0,6.746031746
85,1,2013-01-28,5284,832,1,0,0,0,6.350961538
85,7,2013-01-27,7522,1049,1,0,0,0,7.170638704
85,6,2013-01-26,6010,822,1,0,0,0,7.311435523
85,5,2013-01-25,6672,957,1,1,0,0,6.971786834
